Customer_ID,Churn_Predict,Probabilidade,Gênero,Idade,Casado,Estado,Número_de_Indicações,Tempo_de_Contrato_Meses,Promoção,Serviço_Telefônico,Múltiplas_Linhas,Serviço_de_Internet,Tipo_de_Internet,Segurança_Online,Backup_Online,Proteção_de_Dispositivo,Suporte_Premium,TV_Streaming,Filmes_Streaming,Música_Streaming,Dados_Ilimitados,Contrato,Fatura_Digital,Método_de_Pagamento,Cobrança_Mensal,Total_Cobrado,Total_Reembolsos,Cobranças_Extras_de_Dados,Cobranças_de_Ligações_Longas,Receita_Total,Status_do_Cliente,Categoria_de_Churn,Motivo_de_Churn,Status_do_Churn,Faixa_Carga_Mensal,Faixa_Idade,Faixa_Tempo_Contrato
12728-AND,1,0.7338458975878711,Feminino,28,Sim,Andhra Pradesh,2,13,Nenhuma,Sim,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cartão de Crédito,80.3,324.2,0.0,0,154.96,479.16,Permaneceu,Outros,Outros,0,50-100,20-35,12-18 Meses
56878-HAR,1,0.6571867264254423,Feminino,49,Não,Haryana,3,23,Promoção 4,Sim,Sim,Sim,Fibra Óptica,Não,Não,Não,Sim,Não,Não,Não,Sim,Mensal,Sim,Cartão de Crédito,79.55,958.25,0.0,0,263.16,1221.41,Permaneceu,Outros,Outros,0,50-100,36-50,18-24 Meses
67672-RAJ,1,0.6845872092746613,Masculino,46,Sim,Rajasthan,6,13,Nenhuma,Sim,Sim,Sim,Fibra Óptica,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,105.35,3540.65,0.0,0,952.0,4492.65,Permaneceu,Outros,Outros,0,> 100,36-50,12-18 Meses
53295-WES,1,0.6849630537414281,Feminino,35,Não,West Bengal,7,33,Promoção 5,Sim,Sim,Não,Nenhum,Não,Não,Não,Não,Não,Não,Não,Não,Mensal,Sim,Débito em Conta,25.7,25.7,0.0,0,43.84,69.54,Novo Cliente,Outros,Outros,0,20-50,20-35,>= 24 Meses
15349-UTT,1,0.8200169641889723,Masculino,47,Sim,Uttar Pradesh,9,12,Promoção 5,Sim,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Débito em Conta,50.15,50.15,0.0,0,39.87,90.02,Novo Cliente,Outros,Outros,0,50-100,36-50,12-18 Meses
28281-KAR,1,0.915681492850932,Masculino,56,Sim,Karnataka,8,32,Promoção 5,Sim,Não,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,80.35,253.8,0.0,0,148.89,402.69,Novo Cliente,Outros,Outros,0,50-100,> 50,>= 24 Meses
12490-TEL,1,0.8976249079350568,Feminino,52,Não,Telangana,9,6,Nenhuma,Sim,Não,Sim,Fibra Óptica,Não,Não,Sim,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque por Correio,74.75,238.1,38.84,0,37.5,236.76,Novo Cliente,Outros,Outros,0,50-100,> 50,6-12 Meses
76281-TAM,1,0.8686402970402122,Feminino,29,Sim,Tamil Nadu,10,31,Nenhuma,Sim,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,101.35,3334.9,0.0,0,1328.96,4663.86,Permaneceu,Outros,Outros,0,> 100,20-35,>= 24 Meses
13203-RAJ,1,0.7287314825547159,Feminino,49,Sim,Rajasthan,10,20,Nenhuma,Sim,Sim,Sim,Fibra Óptica,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,95.05,1679.4,38.65,0,133.56,1774.31,Permaneceu,Outros,Outros,0,50-100,36-50,18-24 Meses
96107-KAR,1,0.8203698985613752,Feminino,44,Sim,Karnataka,8,32,Nenhuma,Sim,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,95.25,3314.15,0.0,0,59.2,3373.35,Permaneceu,Outros,Outros,0,50-100,36-50,>= 24 Meses
95873-GUJ,1,0.7580589326200764,Masculino,43,Não,Gujarat,12,26,Promoção 5,Sim,Não,Sim,Cabo,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Débito em Conta,-8.0,199.75,0.0,0,135.72,335.47,Permaneceu,Outros,Outros,0,< 20,36-50,>= 24 Meses
97301-JAM,1,0.6666200530019987,Masculino,25,Sim,Jammu & Kashmir,8,18,Promoção 3,Sim,Não,Sim,Cabo,Não,Sim,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque por Correio,49.7,1218.25,0.0,0,89.28,1307.53,Permaneceu,Outros,Outros,0,20-50,20-35,18-24 Meses
68826-MAH,1,0.8426190724657817,Masculino,48,Não,Maharashtra,14,1,Nenhuma,Não,Não,Sim,Cabo,Não,Não,Não,Não,Não,Não,Não,Não,Mensal,Sim,Débito em Conta,24.7,24.7,0.0,0,0.0,24.7,Novo Cliente,Outros,Outros,0,20-50,36-50,< 6 Meses
11241-MAD,1,0.6563303160302598,Feminino,41,Sim,Madhya Pradesh,4,11,Nenhuma,Sim,Não,Sim,Fibra Óptica,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,105.1,3634.8,0.0,0,95.88,3730.68,Permaneceu,Outros,Outros,0,> 100,36-50,6-12 Meses
49995-TEL,1,0.862282958731599,Masculino,44,Sim,Telangana,11,23,Nenhuma,Sim,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,85.95,1215.65,0.0,0,379.73,1595.38,Permaneceu,Outros,Outros,0,50-100,36-50,18-24 Meses
32563-KAR,1,0.8899095715604982,Feminino,34,Sim,Karnataka,3,22,Nenhuma,Sim,Não,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Não,Não,Mensal,Sim,Débito em Conta,69.8,146.65,0.0,10,22.38,179.03,Novo Cliente,Outros,Outros,0,50-100,20-35,18-24 Meses
36284-ODI,1,0.7134102362059964,Masculino,43,Sim,Odisha,4,13,Nenhuma,Sim,Não,Sim,DSL,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Não,Débito em Conta,44.55,44.55,0.0,0,41.1,85.65,Novo Cliente,Outros,Outros,0,20-50,36-50,12-18 Meses
46378-MAH,1,0.7483384187880294,Feminino,59,Sim,Maharashtra,15,10,Nenhuma,Sim,Não,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cartão de Crédito,70.4,154.8,0.0,0,14.98,169.78,Novo Cliente,Outros,Outros,0,50-100,> 50,6-12 Meses
44202-TEL,1,0.751439330286631,Feminino,50,Sim,Telangana,9,14,Nenhuma,Sim,Não,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cartão de Crédito,69.95,69.95,0.0,0,11.45,81.4,Novo Cliente,Outros,Outros,0,50-100,36-50,12-18 Meses
74078-GUJ,1,0.8043627245693739,Feminino,63,Sim,Gujarat,15,1,Nenhuma,Sim,Não,Sim,Fibra Óptica,Não,Não,Sim,Não,Não,Sim,Sim,Não,Mensal,Sim,Cartão de Crédito,85.3,781.4,0.0,10,435.42,1226.82,Permaneceu,Outros,Outros,0,50-100,> 50,< 6 Meses
81157-AND,1,0.7313164497820587,Masculino,57,Sim,Andhra Pradesh,8,21,Nenhuma,Sim,Não,Sim,Fibra Óptica,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Mensal,Sim,Débito em Conta,85.95,2107.15,0.0,0,228.72,2335.87,Permaneceu,Outros,Outros,0,50-100,> 50,18-24 Meses
19837-TAM,1,0.7863614421159759,Feminino,57,Sim,Tamil Nadu,4,6,Nenhuma,Não,Não,Sim,Cabo,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Mensal,Não,Débito em Conta,51.4,96.8,0.0,0,0.0,96.8,Novo Cliente,Outros,Outros,0,50-100,> 50,6-12 Meses
19376-TAM,1,0.7429881296579341,Feminino,76,Não,Tamil Nadu,6,13,Promoção 3,Sim,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Sim,Não,Não,Sim,Mensal,Sim,Cartão de Crédito,91.95,3301.05,17.76,0,407.52,3690.81,Permaneceu,Outros,Outros,0,50-100,> 50,12-18 Meses
13666-UTT,1,0.7974467862858415,Masculino,57,Sim,Uttarakhand,15,16,Nenhuma,Sim,Não,Sim,Fibra Óptica,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Mensal,Não,Débito em Conta,95.4,293.15,0.0,0,51.03,344.18,Novo Cliente,Outros,Outros,0,50-100,> 50,12-18 Meses
26458-TEL,1,0.8132169864977071,Feminino,49,Sim,Telangana,12,4,Promoção 4,Sim,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,93.5,2341.55,0.0,0,416.76,2758.31,Permaneceu,Outros,Outros,0,50-100,36-50,< 6 Meses
76490-BIH,1,0.9205226165778438,Masculino,68,Não,Bihar,3,32,Promoção 3,Sim,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Mensal,Sim,Débito em Conta,103.95,2964.8,0.0,0,1431.44,4396.24,Permaneceu,Outros,Outros,0,> 100,> 50,>= 24 Meses
37470-TEL,1,0.8309724473663377,Feminino,20,Sim,Telangana,10,7,Promoção 3,Sim,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Débito em Conta,74.2,1993.25,0.0,0,475.02,2468.27,Permaneceu,Outros,Outros,0,50-100,20-35,6-12 Meses
86783-TEL,1,0.9351651631670116,Feminino,69,Sim,Telangana,0,24,Promoção 5,Sim,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Débito em Conta,74.85,572.45,0.0,0,92.64,665.09,Permaneceu,Outros,Outros,0,50-100,> 50,>= 24 Meses
91967-CHH,1,0.8860527172257481,Feminino,29,Não,Chhattisgarh,14,22,Promoção 5,Não,Não,Sim,DSL,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque por Correio,24.6,190.1,0.0,0,0.0,190.1,Permaneceu,Outros,Outros,0,20-50,20-35,18-24 Meses
44056-AND,1,0.6997308512683312,Feminino,73,Sim,Andhra Pradesh,10,4,Nenhuma,Sim,Não,Sim,Fibra Óptica,Não,Sim,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cartão de Crédito,73.8,4003.85,0.0,0,887.22,4891.07,Permaneceu,Outros,Outros,0,50-100,> 50,< 6 Meses
95019-TEL,1,0.7887079050432202,Masculino,40,Não,Telangana,12,9,Promoção 4,Não,Não,Sim,Cabo,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Débito em Conta,25.15,331.85,48.59,0,0.0,283.26,Permaneceu,Outros,Outros,0,20-50,36-50,6-12 Meses
89512-JAM,1,0.6650617224606143,Masculino,57,Não,Jammu & Kashmir,3,34,Nenhuma,Sim,Sim,Sim,DSL,Sim,Sim,Não,Não,Não,Não,Não,Sim,Mensal,Não,Débito em Conta,60.95,134.6,0.0,0,29.76,164.36,Novo Cliente,Outros,Outros,0,50-100,> 50,>= 24 Meses
93000-MAD,1,0.6911005079959276,Feminino,60,Sim,Madhya Pradesh,0,13,Nenhuma,Sim,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Não,Cartão de Crédito,74.15,1387.0,0.0,0,78.84,1465.84,Permaneceu,Outros,Outros,0,50-100,> 50,12-18 Meses
77462-KAR,1,0.8589767003289608,Feminino,46,Sim,Karnataka,7,33,Nenhuma,Sim,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,94.75,1691.9,0.0,0,615.06,2306.96,Permaneceu,Outros,Outros,0,50-100,36-50,>= 24 Meses
35322-MAH,1,0.7220661825612952,Masculino,37,Não,Maharashtra,1,11,Promoção 1,Sim,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Mensal,Sim,Débito em Conta,93.25,6669.45,0.0,90,1885.76,8645.21,Permaneceu,Outros,Outros,0,50-100,36-50,6-12 Meses
49597-KAR,1,0.7275391904026972,Feminino,57,Sim,Karnataka,4,14,Promoção 3,Sim,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Mensal,Sim,Cartão de Crédito,90.05,3097.0,0.0,0,681.7,3778.7,Permaneceu,Outros,Outros,0,50-100,> 50,12-18 Meses
52279-TAM,1,0.9157866730816778,Masculino,53,Não,Tamil Nadu,15,26,Promoção 5,Sim,Não,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Não,Não,Sim,Mensal,Sim,Débito em Conta,80.7,239.45,0.0,0,71.16,310.61,Novo Cliente,Outros,Outros,0,50-100,> 50,>= 24 Meses
24189-BIH,1,0.7128996000259004,Masculino,68,Não,Bihar,10,36,Nenhuma,Sim,Não,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Não,Não,Sim,Mensal,Sim,Cartão de Crédito,84.05,2909.95,0.0,0,192.1,3102.05,Permaneceu,Outros,Outros,0,50-100,> 50,>= 24 Meses
83658-RAJ,1,0.6514879313443626,Masculino,25,Sim,Rajasthan,7,12,Promoção 3,Sim,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Não,Não,Sim,Mensal,Sim,Cartão de Crédito,84.6,2088.05,0.0,0,239.25,2327.3,Permaneceu,Outros,Outros,0,50-100,20-35,12-18 Meses
61904-KER,1,0.9329773387591684,Feminino,56,Sim,Kerala,3,36,Nenhuma,Sim,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Débito em Conta,75.25,576.7,0.0,0,150.56,727.26,Permaneceu,Outros,Outros,0,50-100,> 50,>= 24 Meses
61760-TAM,1,0.6720477449899068,Feminino,31,Não,Tamil Nadu,0,4,Nenhuma,Sim,Sim,Sim,Fibra Óptica,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,Cheque por Correio,98.55,2031.95,0.0,0,464.4,2496.35,Permaneceu,Outros,Outros,0,50-100,20-35,< 6 Meses
19541-ODI,1,0.6638819475555796,Feminino,37,Sim,Odisha,15,14,Promoção 5,Sim,Não,Sim,Cabo,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cartão de Crédito,45.25,74.2,0.0,0,79.0,153.2,Novo Cliente,Outros,Outros,0,20-50,36-50,12-18 Meses
79777-MAH,1,0.8806672245015785,Masculino,77,Sim,Maharashtra,13,33,Nenhuma,Sim,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque por Correio,72.6,154.3,0.0,0,30.38,184.68,Novo Cliente,Outros,Outros,0,50-100,> 50,>= 24 Meses
99387-DEL,1,0.7667033644237832,Feminino,68,Não,Delhi,4,19,Nenhuma,Sim,Sim,Sim,Fibra Óptica,Não,Não,Não,Sim,Não,Não,Não,Sim,Mensal,Sim,Débito em Conta,79.3,2414.55,0.0,0,305.95,2720.5,Permaneceu,Outros,Outros,0,50-100,> 50,18-24 Meses
99306-MAH,1,0.9081320974326772,Feminino,46,Não,Maharashtra,7,10,Nenhuma,Sim,Não,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,78.1,1122.4,0.0,0,62.3,1184.7,Permaneceu,Outros,Outros,0,50-100,36-50,6-12 Meses
97828-MAH,1,0.9106065226861872,Feminino,57,Não,Maharashtra,0,12,Promoção 5,Sim,Não,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,92.0,266.8,0.0,0,46.8,313.6,Novo Cliente,Outros,Outros,0,50-100,> 50,12-18 Meses
18813-BIH,1,0.9370597765544249,Feminino,66,Sim,Bihar,10,2,Nenhuma,Sim,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,95.6,1273.3,0.0,0,526.68,1799.98,Permaneceu,Outros,Outros,0,50-100,> 50,< 6 Meses
44561-MAD,1,0.7785921064883312,Masculino,35,Sim,Madhya Pradesh,5,25,Promoção 4,Sim,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Mensal,Não,Débito em Conta,94.55,1173.55,0.0,0,166.56,1340.11,Permaneceu,Outros,Outros,0,50-100,20-35,>= 24 Meses
54515-MAD,1,0.8009129691903479,Feminino,22,Não,Madhya Pradesh,13,4,Promoção 5,Sim,Não,Sim,DSL,Não,Sim,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Débito em Conta,49.55,393.45,0.0,0,19.04,412.49,Permaneceu,Outros,Outros,0,20-50,20-35,< 6 Meses
14658-RAJ,1,0.9534637834304982,Feminino,65,Não,Rajasthan,12,24,Nenhuma,Sim,Não,Sim,Fibra Óptica,Não,Sim,Não,Não,Sim,Não,Não,Sim,Mensal,Sim,Débito em Conta,83.55,1329.15,0.0,0,384.37,1713.52,Permaneceu,Outros,Outros,0,50-100,> 50,>= 24 Meses
22189-UTT,1,0.7734625781095096,Masculino,62,Não,Uttar Pradesh,6,12,Nenhuma,Sim,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Não,Não,Não,Mensal,Não,Débito em Conta,85.45,2509.95,23.13,120,651.6,3258.42,Permaneceu,Outros,Outros,0,50-100,> 50,12-18 Meses
54564-AND,1,0.8811120871267789,Feminino,55,Sim,Andhra Pradesh,11,7,Nenhuma,Sim,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Não,Débito em Conta,76.1,257.6,0.0,0,43.05,300.65,Novo Cliente,Outros,Outros,0,50-100,> 50,6-12 Meses
11540-DEL,1,0.8237217812166729,Masculino,63,Sim,Delhi,15,15,Promoção 2,Sim,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,104.1,5135.15,0.0,0,2288.43,7423.58,Permaneceu,Outros,Outros,0,> 100,> 50,12-18 Meses
39623-HAR,1,0.8869941082082362,Feminino,85,Não,Haryana,2,10,Promoção 5,Sim,Não,Sim,Fibra Óptica,Não,Sim,Não,Não,Não,Não,Não,Não,Mensal,Sim,Débito em Conta,74.6,239.05,0.0,30,118.53,387.58,Novo Cliente,Outros,Outros,0,50-100,> 50,6-12 Meses
78270-TAM,1,0.7456966190494715,Feminino,35,Não,Tamil Nadu,3,15,Nenhuma,Sim,Sim,Sim,Cabo,Não,Não,Sim,Não,Não,Não,Não,Sim,Mensal,Sim,Débito em Conta,55.7,2237.55,0.0,0,270.6,2508.15,Permaneceu,Outros,Outros,0,50-100,20-35,12-18 Meses
82010-WES,1,0.9145567855333462,Feminino,46,Não,West Bengal,14,7,Promoção 5,Sim,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Não,Não,Não,Sim,Mensal,Não,Débito em Conta,79.55,151.75,0.0,0,51.12,202.87,Novo Cliente,Outros,Outros,0,50-100,36-50,6-12 Meses
46865-PUN,1,0.9031243435111292,Feminino,18,Não,Punjab,11,1,Promoção 5,Sim,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Débito em Conta,79.45,145.15,0.0,0,57.22,202.37,Novo Cliente,Outros,Outros,0,50-100,< 20,< 6 Meses
63182-TEL,1,0.8465540678978566,Feminino,35,Não,Telangana,12,34,Nenhuma,Sim,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,89.1,1620.8,0.0,0,862.03,2482.83,Permaneceu,Outros,Outros,0,50-100,20-35,>= 24 Meses
99304-KER,1,0.6810722063352777,Feminino,53,Sim,Kerala,7,10,Promoção 5,Sim,Não,Sim,DSL,Não,Não,Não,Não,Sim,Não,Não,Sim,Mensal,Não,Cartão de Crédito,55.5,227.35,0.0,0,155.84,383.19,Permaneceu,Outros,Outros,0,50-100,> 50,6-12 Meses
82364-PUN,1,0.6979146713446857,Feminino,40,Sim,Punjab,11,13,Promoção 2,Sim,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Débito em Conta,74.6,3720.35,0.0,0,1167.18,4887.53,Permaneceu,Outros,Outros,0,50-100,36-50,12-18 Meses
82324-KAR,1,0.9184899765825044,Masculino,56,Não,Karnataka,11,25,Promoção 5,Sim,Não,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Débito em Conta,69.1,435.0,0.0,0,111.9,546.9,Permaneceu,Outros,Outros,0,50-100,> 50,>= 24 Meses
66654-AND,1,0.902024870425966,Feminino,19,Não,Andhra Pradesh,10,11,Nenhuma,Sim,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Sim,Não,Não,Não,Mensal,Sim,Débito em Conta,89.75,552.65,0.0,60,206.52,819.17,Permaneceu,Outros,Outros,0,50-100,< 20,6-12 Meses
81862-WES,1,0.7057390270163892,Feminino,38,Não,West Bengal,13,10,Promoção 2,Sim,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Débito em Conta,80.25,3439.0,2.18,0,1614.99,5051.81,Permaneceu,Outros,Outros,0,50-100,36-50,6-12 Meses
73547-KAR,1,0.8695933305251016,Feminino,43,Sim,Karnataka,13,16,Nenhuma,Sim,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Não,Não,Sim,Mensal,Sim,Débito em Conta,84.05,134.05,0.0,0,44.46,178.51,Novo Cliente,Outros,Outros,0,50-100,36-50,12-18 Meses
83187-UTT,1,0.8511491438009233,Feminino,36,Sim,Uttar Pradesh,9,7,Nenhuma,Sim,Não,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Não,Não,Mensal,Não,Débito em Conta,70.5,294.2,0.0,10,113.88,418.08,Permaneceu,Outros,Outros,0,50-100,36-50,6-12 Meses
12469-AND,1,0.6503705223717452,Masculino,24,Sim,Andhra Pradesh,11,4,Nenhuma,Sim,Não,Sim,DSL,Não,Não,Não,Não,Sim,Não,Não,Sim,Mensal,Sim,Cartão de Crédito,55.3,55.3,0.0,0,36.69,91.99,Novo Cliente,Outros,Outros,0,50-100,20-35,< 6 Meses
29786-WES,1,0.8500694017893485,Feminino,31,Sim,West Bengal,3,1,Nenhuma,Sim,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,99.3,4209.95,0.0,0,225.75,4435.7,Permaneceu,Outros,Outros,0,50-100,20-35,< 6 Meses
53586-HAR,1,0.7765087531736141,Feminino,75,Sim,Haryana,4,13,Nenhuma,Não,Não,Sim,Cabo,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Mensal,Sim,Débito em Conta,52.3,3765.05,0.0,40,0.0,3805.05,Permaneceu,Outros,Outros,0,50-100,> 50,12-18 Meses
89718-MAH,1,0.6509257638781708,Feminino,54,Sim,Maharashtra,10,6,Nenhuma,Sim,Sim,Sim,Fibra Óptica,Sim,Sim,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Débito em Conta,85.1,4600.95,14.3,0,1105.5,5692.15,Permaneceu,Outros,Outros,0,50-100,> 50,6-12 Meses
77137-MAH,1,0.7957581414640486,Masculino,52,Não,Maharashtra,1,8,Promoção 5,Sim,Não,Sim,DSL,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque por Correio,45.55,45.55,0.0,0,16.34,61.89,Novo Cliente,Outros,Outros,0,20-50,> 50,6-12 Meses
15512-PUN,1,0.6857712770950948,Feminino,33,Sim,Punjab,6,13,Nenhuma,Sim,Sim,Sim,Fibra Óptica,Não,Não,Sim,Sim,Não,Não,Não,Sim,Mensal,Sim,Débito em Conta,84.8,3958.85,0.0,0,187.68,4146.53,Permaneceu,Outros,Outros,0,50-100,20-35,12-18 Meses
52785-HAR,1,0.664172031368852,Feminino,76,Não,Haryana,7,30,Promoção 3,Sim,Sim,Sim,Fibra Óptica,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,99.05,3554.6,0.0,0,1107.4,4662.0,Permaneceu,Outros,Outros,0,50-100,> 50,>= 24 Meses
25869-BIH,1,0.9438700206304854,Feminino,54,Não,Bihar,2,7,Nenhuma,Sim,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,95.6,2595.25,0.0,0,949.59,3544.84,Permaneceu,Outros,Outros,0,50-100,> 50,6-12 Meses
25282-RAJ,1,0.7301229039415489,Masculino,63,Não,Rajasthan,0,4,Promoção 4,Sim,Não,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Não,Débito em Conta,97.0,1334.45,0.0,0,572.65,1907.1,Permaneceu,Outros,Outros,0,50-100,> 50,< 6 Meses
62686-HAR,1,0.7872205133206179,Feminino,52,Sim,Haryana,1,21,Promoção 2,Sim,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,84.5,3906.7,0.0,0,1332.8,5239.5,Permaneceu,Outros,Outros,0,50-100,> 50,18-24 Meses
47029-ODI,1,0.7341172026174952,Feminino,19,Não,Odisha,11,2,Nenhuma,Sim,Não,Sim,Fibra Óptica,Não,Sim,Não,Não,Não,Não,Não,Sim,Mensal,Não,Débito em Conta,75.35,1114.55,0.0,0,451.35,1565.9,Permaneceu,Outros,Outros,0,50-100,< 20,< 6 Meses
52389-TAM,1,0.9240377489122396,Masculino,59,Não,Tamil Nadu,3,32,Promoção 3,Sim,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Débito em Conta,84.85,2048.8,0.0,80,315.12,2443.92,Permaneceu,Outros,Outros,0,50-100,> 50,>= 24 Meses
91813-KER,1,0.7011977572897279,Masculino,36,Não,Kerala,5,33,Nenhuma,Não,Não,Sim,DSL,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,40.05,162.45,0.0,0,0.0,162.45,Permaneceu,Outros,Outros,0,20-50,36-50,>= 24 Meses
84987-BIH,1,0.6810273136682086,Feminino,33,Sim,Bihar,9,13,Promoção 4,Sim,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Não,Não,Sim,Mensal,Sim,Cartão de Crédito,90.7,1781.35,0.0,0,508.2,2289.55,Permaneceu,Outros,Outros,0,50-100,20-35,12-18 Meses
25507-MAD,1,0.676659123626336,Feminino,19,Não,Madhya Pradesh,10,9,Promoção 4,Não,Não,Sim,DSL,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Débito em Conta,26.05,565.75,0.0,0,0.0,565.75,Permaneceu,Outros,Outros,0,20-50,< 20,6-12 Meses
93633-RAJ,1,0.8013189100962025,Masculino,30,Sim,Rajasthan,3,26,Nenhuma,Sim,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Sim,Não,Mensal,Não,Débito em Conta,86.2,893.2,0.0,30,64.24,987.44,Permaneceu,Outros,Outros,0,50-100,20-35,>= 24 Meses
24696-BIH,1,0.7770868656957607,Feminino,69,Sim,Bihar,0,20,Promoção 5,Sim,Não,Sim,DSL,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Não,Débito em Conta,43.95,85.1,0.0,0,38.18,123.28,Novo Cliente,Outros,Outros,0,20-50,> 50,18-24 Meses
