Customer_ID,Gênero,Idade,Casado,Estado,Número_de_Indicações,Tempo_de_Contrato_Meses,Promoção,Serviço_Telefônico,Múltiplas_Linhas,Serviço_de_Internet,Tipo_de_Internet,Segurança_Online,Backup_Online,Proteção_de_Dispositivo,Suporte_Premium,TV_Streaming,Filmes_Streaming,Música_Streaming,Dados_Ilimitados,Contrato,Fatura_Digital,Método_de_Pagamento,Cobrança_Mensal,Total_Cobrado,Total_Reembolsos,Cobranças_Extras_de_Dados,Cobranças_de_Ligações_Longas,Receita_Total,Status_do_Cliente,Categoria_de_Churn,Motivo_de_Churn,Status_do_Churn,Faixa_Carga_Mensal,Faixa_Idade,Faixa_Tempo_Contrato
63004-WES,Feminino,70,Sim,West Bengal,7,22,Promoção 3,Não,,Sim,DSL,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Um Ano,Sim,Cartão de Crédito,50.4,1580.1,0.0,0,0.0,1580.1,Permaneceu,,,0,50-100,> 50,18-24 Meses
31369-BIH,Feminino,44,Sim,Bihar,3,22,,Sim,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Dois Anos,Sim,Débito em Conta,94.25,6849.75,0.0,100,793.44,7743.19,Permaneceu,,,0,50-100,36-50,18-24 Meses
95991-MAD,Feminino,37,Sim,Madhya Pradesh,0,32,,Sim,Não,Sim,Cabo,Não,Não,Não,Sim,Não,Não,Não,Sim,Mensal,Sim,Cartão de Crédito,50.25,152.3,0.0,0,84.57,236.87,Novo Cliente,,,0,50-100,36-50,>= 24 Meses
56256-UTT,Masculino,40,Não,Uttar Pradesh,14,15,,Sim,Não,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cartão de Crédito,70.3,220.4,0.0,0,29.22,249.62,Novo Cliente,,,0,50-100,36-50,12-18 Meses
59292-AND,Masculino,54,Sim,Andhra Pradesh,6,27,,Não,,Sim,DSL,Não,Não,Não,Sim,Não,Não,Não,Sim,Mensal,Sim,Débito em Conta,30.9,59.05,0.0,0,0.0,59.05,Churned,Insatisfação,Problemas com rede,1,20-50,> 50,>= 24 Meses
53365-GUJ,Masculino,32,Sim,Gujarat,4,19,Promoção 2,Não,,Sim,Cabo,Sim,Não,Sim,Não,Não,Não,Não,Sim,Um Ano,Não,Cartão de Crédito,35.4,1412.4,0.0,0,0.0,1412.4,Permaneceu,,,0,20-50,20-35,18-24 Meses
14178-MAH,Masculino,82,Sim,Maharashtra,0,7,,Sim,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Mensal,Sim,Débito em Conta,96.5,3436.1,0.0,0,597.96,4034.06,Churned,Preço,Velocidade insuficiente,1,50-100,> 50,6-12 Meses
25451-JAM,Feminino,71,Sim,Jammu & Kashmir,5,33,,Sim,Não,Sim,DSL,Não,Sim,Não,Não,Não,Não,Não,Sim,Dois Anos,Não,Cartão de Crédito,49.8,2398.4,0.0,0,81.83,2480.23,Permaneceu,,,0,20-50,> 50,>= 24 Meses
59588-RAJ,Masculino,49,Sim,Rajasthan,2,4,Promoção 1,Sim,Não,Sim,Fibra Óptica,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Dois Anos,Sim,Débito em Conta,105.25,7291.75,0.0,0,2675.99,9967.74,Permaneceu,,,0,> 100,36-50,< 6 Meses
28577-JHA,Feminino,30,Não,Jharkhand,12,21,Promoção 2,Sim,Não,Sim,Fibra Óptica,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Dois Anos,Sim,Débito em Conta,99.0,6375.8,0.0,0,2298.88,8674.68,Permaneceu,,,0,50-100,20-35,18-24 Meses
64151-GUJ,Feminino,27,Sim,Gujarat,15,21,Promoção 4,Sim,Não,Não,,,,,,,,,,Mensal,Sim,Cartão de Crédito,20.25,401.95,0.0,0,637.92,1039.87,Permaneceu,,,0,20-50,20-35,18-24 Meses
74508-PUN,Feminino,48,Não,Punjab,4,3,Promoção 1,Sim,Sim,Sim,Fibra Óptica,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Dois Anos,Não,Cartão de Crédito,107.45,7576.7,0.0,0,195.12,7771.82,Permaneceu,,,0,> 100,36-50,< 6 Meses
72407-WES,Masculino,45,Sim,West Bengal,5,21,,Sim,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Não,Não,Sim,Dois Anos,Não,Débito em Conta,82.5,4828.05,0.0,0,1735.94,6563.99,Permaneceu,,,0,50-100,36-50,18-24 Meses
44630-RAJ,Feminino,56,Não,Rajasthan,1,3,,Sim,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Débito em Conta,78.55,522.95,47.19,0,285.32,761.08,Permaneceu,,,0,50-100,> 50,< 6 Meses
18064-MAH,Feminino,21,Sim,Maharashtra,4,10,,Sim,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Mensal,Não,Débito em Conta,96.2,639.7,0.0,0,321.51,961.21,Permaneceu,,,0,50-100,20-35,6-12 Meses
32587-UTT,Feminino,30,Não,Uttar Pradesh,1,27,,Sim,Não,Sim,Cabo,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Não,Cartão de Crédito,45.45,141.7,0.0,0,61.11,202.81,Novo Cliente,,,0,20-50,20-35,>= 24 Meses
51260-MAD,Feminino,31,Sim,Madhya Pradesh,3,3,Promoção 2,Sim,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,103.05,5364.8,46.67,0,281.84,5599.97,Permaneceu,,,0,> 100,20-35,< 6 Meses
91541-UTT,Feminino,34,Não,Uttar Pradesh,0,34,,Sim,Não,Não,,,,,,,,,,Mensal,Não,Débito em Conta,20.95,267.35,18.17,0,173.03,422.21,Permaneceu,,,0,20-50,20-35,>= 24 Meses
86970-KER,Masculino,57,Sim,Kerala,2,9,,Sim,Não,Sim,DSL,Não,Sim,Não,Não,Não,Não,Não,Não,Mensal,Não,Débito em Conta,49.5,49.5,0.0,30,16.99,96.49,Novo Cliente,,,0,20-50,> 50,6-12 Meses
29558-MAD,Feminino,38,Sim,Madhya Pradesh,1,31,,Sim,Não,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Não,Não,Mensal,Sim,Débito em Conta,70.4,2406.1,0.0,60,1631.85,4097.95,Permaneceu,,,0,50-100,36-50,>= 24 Meses
61417-UTT,Masculino,62,Não,Uttar Pradesh,15,24,Promoção 2,Sim,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Não,Não,Sim,Mensal,Não,Débito em Conta,94.6,5025.8,0.0,0,1519.96,6545.76,Permaneceu,,,0,50-100,> 50,>= 24 Meses
26433-GUJ,Feminino,29,Não,Gujarat,14,28,,Sim,Não,Sim,DSL,Sim,Não,Não,Não,Não,Não,Não,Sim,Mensal,Não,Cartão de Crédito,51.05,1815.0,0.0,0,710.28,2525.28,Permaneceu,,,0,50-100,20-35,>= 24 Meses
35816-UTT,Masculino,43,Não,Uttar Pradesh,7,4,,Sim,Não,Sim,DSL,Não,Não,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,Cheque por Correio,54.75,54.75,0.0,0,13.01,67.76,Churned,Insatisfação,Problemas com rede,1,50-100,36-50,< 6 Meses
22803-GUJ,Masculino,22,Sim,Gujarat,7,7,Promoção 2,Sim,Não,Sim,Fibra Óptica,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Um Ano,Sim,Débito em Conta,93.5,4619.55,0.0,0,1074.57,5694.12,Permaneceu,,,0,50-100,20-35,6-12 Meses
61893-TEL,Feminino,27,Sim,Telangana,9,12,Promoção 5,Sim,Sim,Sim,DSL,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Dois Anos,Não,Cartão de Crédito,73.35,733.5,0.0,0,55.9,789.4,Permaneceu,,,0,50-100,20-35,12-18 Meses
21620-TAM,Feminino,53,Não,Tamil Nadu,8,29,,Sim,Sim,Sim,Fibra Óptica,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,104.2,3243.45,17.01,0,115.63,3342.07,Churned,Insatisfação,Insatisfação com o produto,1,> 100,> 50,>= 24 Meses
16142-TAM,Masculino,60,Não,Tamil Nadu,15,34,,Sim,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Dois Anos,Sim,Débito em Conta,-7.0,6463.15,0.0,0,3211.92,9675.07,Permaneceu,,,0,< 20,> 50,>= 24 Meses
55616-BIH,Feminino,47,Sim,Bihar,0,7,,Sim,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,100.75,1129.75,0.0,0,535.04,1664.79,Churned,Preço,Taxas de longa distância,1,> 100,36-50,6-12 Meses
15835-TEL,Feminino,72,Não,Telangana,1,30,,Sim,Sim,Sim,DSL,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Dois Anos,Não,Débito em Conta,74.85,2181.75,0.0,0,1215.0,3396.75,Permaneceu,,,0,50-100,> 50,>= 24 Meses
56235-UTT,Feminino,42,Não,Uttar Pradesh,14,26,,Não,,Sim,Cabo,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Dois Anos,Sim,Débito em Conta,65.55,4807.45,0.0,0,0.0,4807.45,Permaneceu,,,0,50-100,36-50,>= 24 Meses
36927-HAR,Feminino,44,Sim,Haryana,0,15,Promoção 4,Sim,Sim,Sim,DSL,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Mensal,Sim,Débito em Conta,76.2,981.45,0.0,0,153.27,1134.72,Permaneceu,,,0,50-100,36-50,12-18 Meses
87887-MAH,Feminino,55,Não,Maharashtra,1,14,Promoção 5,Sim,Sim,Sim,DSL,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Mensal,Não,Débito em Conta,71.15,563.65,0.0,0,385.12,948.77,Churned,Outro,Não sabe/Não informado,1,50-100,> 50,12-18 Meses
16641-PUN,Feminino,26,Não,Punjab,3,22,,Não,,Sim,DSL,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Um Ano,Sim,Cartão de Crédito,44.85,893.55,0.0,0,0.0,893.55,Churned,Concorrente,Concorrente ofereceu maior velocidade,1,20-50,20-35,18-24 Meses
39566-DEL,Feminino,71,Não,Delhi,0,17,,Sim,Sim,Sim,Fibra Óptica,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Um Ano,Não,Cartão de Crédito,95.0,3591.25,0.0,70,1893.16,5554.41,Permaneceu,,,0,50-100,> 50,12-18 Meses
56664-RAJ,Feminino,42,Não,Rajasthan,1,30,,Sim,Não,Não,,,,,,,,,,Mensal,Não,Cartão de Crédito,20.25,178.5,0.0,0,80.19,258.69,Churned,Atitude,Attitude of support person,1,20-50,36-50,>= 24 Meses
53471-RAJ,Feminino,29,Não,Rajasthan,1,25,Promoção 3,Sim,Não,Sim,Cabo,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Um Ano,Sim,Cheque por Correio,60.8,2042.05,0.0,0,1685.72,3727.77,Permaneceu,,,0,50-100,20-35,>= 24 Meses
92753-HAR,Feminino,52,Não,Haryana,9,12,Promoção 1,Sim,Não,Não,,,,,,,,,,Dois Anos,Não,Cartão de Crédito,19.7,1301.1,0.0,0,1055.06,2356.16,Permaneceu,,,0,< 20,> 50,12-18 Meses
72700-UTT,Masculino,77,Não,Uttarakhand,13,31,Promoção 5,Sim,Não,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Não,Não,Sim,Mensal,Sim,Débito em Conta,80.4,224.05,0.0,0,9.87,233.92,Churned,Atitude,Atendimento insatisfatório,1,50-100,> 50,>= 24 Meses
13793-WES,Feminino,26,Sim,West Bengal,10,2,Promoção 2,Sim,Sim,Sim,Fibra Óptica,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Um Ano,Sim,Débito em Conta,104.15,5743.05,0.0,0,583.55,6326.6,Churned,Concorrente,Concorrente ofereceu dispositivos melhores,1,> 100,20-35,< 6 Meses
66766-UTT,Feminino,38,Não,Uttar Pradesh,6,10,Promoção 5,Sim,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Débito em Conta,74.95,212.4,27.6,0,4.92,189.72,Novo Cliente,,,0,50-100,36-50,6-12 Meses
17664-UTT,Feminino,53,Não,Uttar Pradesh,8,33,Promoção 2,Sim,Sim,Sim,Cabo,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Um Ano,Sim,Cartão de Crédito,78.75,3682.45,0.0,40,121.44,3843.89,Permaneceu,,,0,50-100,> 50,>= 24 Meses
53637-KER,Masculino,22,Não,Kerala,10,11,Promoção 4,Sim,Não,Não,,,,,,,,,,Um Ano,Não,Cartão de Crédito,20.65,417.5,0.0,0,929.4,1346.9,Permaneceu,,,0,20-50,20-35,6-12 Meses
14952-DEL,Masculino,82,Não,Delhi,10,33,,Sim,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Não,Sim,Mensal,Sim,Débito em Conta,94.25,1973.75,0.0,0,444.15,2417.9,Churned,Concorrente,Concorrente fez oferta melhor,1,50-100,> 50,>= 24 Meses
45769-GUJ,Feminino,40,Sim,Gujarat,11,17,Promoção 3,Sim,Sim,Sim,Fibra Óptica,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Um Ano,Sim,Débito em Conta,103.8,3470.8,0.0,0,145.52,3616.32,Permaneceu,,,0,> 100,36-50,12-18 Meses
49816-MAH,Feminino,73,Não,Maharashtra,4,23,Promoção 1,Sim,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Não,Não,Não,Sim,Dois Anos,Sim,Débito em Conta,84.65,5683.6,0.0,0,1381.08,7064.68,Permaneceu,,,0,50-100,> 50,18-24 Meses
36180-UTT,Feminino,55,Sim,Uttarakhand,13,33,,Sim,Sim,Sim,Cabo,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Dois Anos,Não,Cartão de Crédito,65.65,4322.85,0.0,0,1529.61,5852.46,Permaneceu,,,0,50-100,> 50,>= 24 Meses
71055-AND,Masculino,66,Sim,Andhra Pradesh,5,35,,Sim,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Não,Não,Mensal,Sim,Débito em Conta,74.4,74.4,0.0,30,17.36,121.76,Churned,Concorrente,Concorrente fez oferta melhor,1,50-100,> 50,>= 24 Meses
28977-KAR,Masculino,52,Não,Karnataka,3,25,Promoção 3,Sim,Não,Sim,Cabo,Sim,Não,Não,Sim,Não,Não,Não,Não,Mensal,Não,Cheque por Correio,53.6,1315.35,0.0,120,24.48,1459.83,Permaneceu,,,0,50-100,> 50,>= 24 Meses
18675-TEL,Masculino,47,Não,Telangana,8,18,,Sim,Não,Sim,DSL,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Um Ano,Não,Cartão de Crédito,80.0,3182.95,0.0,0,1392.3,4575.25,Churned,Outro,Mudança de endereço,1,50-100,36-50,18-24 Meses
37548-WES,Masculino,72,Não,West Bengal,9,2,Promoção 3,Sim,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Não,Sim,Um Ano,Sim,Débito em Conta,51.6,1442.0,0.0,0,1091.85,2533.85,Permaneceu,,,0,50-100,> 50,< 6 Meses
78228-KER,Feminino,58,Sim,Kerala,3,8,Promoção 5,Sim,Não,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Não,Cartão de Crédito,69.55,69.55,0.0,0,29.78,99.33,Churned,Concorrente,Concorrente ofereceu dispositivos melhores,1,50-100,> 50,6-12 Meses
66980-GUJ,Feminino,21,Não,Gujarat,4,11,,Não,,Sim,DSL,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Dois Anos,Sim,Débito em Conta,59.55,4103.9,0.0,0,0.0,4103.9,Permaneceu,,,0,50-100,20-35,6-12 Meses
68578-BIH,Feminino,59,Sim,Bihar,10,36,Promoção 4,Sim,Não,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,89.5,863.1,0.0,0,127.8,990.9,Churned,Atitude,Attitude of support person,1,50-100,> 50,>= 24 Meses
22929-JAM,Feminino,23,Não,Jammu & Kashmir,10,10,,Sim,Sim,Sim,DSL,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Um Ano,Não,Débito em Conta,68.75,3815.4,0.0,110,409.36,4334.76,Permaneceu,,,0,50-100,20-35,6-12 Meses
25273-PUN,Masculino,58,Não,Punjab,9,22,,Sim,Não,Sim,DSL,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Dois Anos,Não,Cartão de Crédito,75.55,2054.4,0.0,0,941.34,2995.74,Permaneceu,,,0,50-100,> 50,18-24 Meses
58518-JAM,Masculino,74,Não,Jammu & Kashmir,7,12,,Sim,Não,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Não,Sim,Um Ano,Sim,Débito em Conta,89.15,574.35,0.0,0,114.52,688.87,Permaneceu,,,0,50-100,> 50,12-18 Meses
39350-BIH,Feminino,39,Sim,Bihar,15,28,,Não,,Sim,DSL,Não,Sim,Sim,Não,Não,Não,Não,Não,Um Ano,Sim,Débito em Conta,35.75,2492.25,0.0,150,0.0,2642.25,Permaneceu,,,0,20-50,36-50,>= 24 Meses
71483-TAM,Feminino,50,Não,Tamil Nadu,11,33,Promoção 5,Sim,Sim,Não,,,,,,,,,,Um Ano,Não,Cartão de Crédito,24.1,73.1,0.0,0,66.72,139.82,Permaneceu,,,0,20-50,36-50,>= 24 Meses
27138-BIH,Feminino,24,Sim,Bihar,5,10,,Sim,Não,Sim,Fibra Óptica,Sim,Não,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cartão de Crédito,74.25,639.65,0.0,0,124.74,764.39,Churned,Atitude,Attitude of support person,1,50-100,20-35,6-12 Meses
39815-WES,Masculino,78,Não,West Bengal,0,34,,Sim,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Um Ano,Sim,Débito em Conta,110.8,3836.3,0.0,110,1152.2,5098.5,Permaneceu,,,0,> 100,> 50,>= 24 Meses
56413-MAH,Masculino,64,Não,Maharashtra,14,31,,Sim,Sim,Sim,Fibra Óptica,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Dois Anos,Sim,Débito em Conta,106.8,7623.2,0.0,0,2470.8,10094.0,Permaneceu,,,0,> 100,> 50,>= 24 Meses
29241-KER,Masculino,41,Sim,Kerala,12,31,,Sim,Sim,Não,,,,,,,,,,Um Ano,Sim,Cartão de Crédito,24.5,1497.9,9.22,0,2114.1,3602.78,Permaneceu,,,0,20-50,36-50,>= 24 Meses
15513-PUN,Masculino,50,Não,Punjab,8,28,,Sim,Sim,Sim,Fibra Óptica,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,88.05,801.3,0.0,0,201.69,1002.99,Permaneceu,,,0,50-100,36-50,>= 24 Meses
84517-MAD,Masculino,28,Não,Madhya Pradesh,13,15,Promoção 4,Sim,Sim,Sim,DSL,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Um Ano,Sim,Cartão de Crédito,75.85,854.45,0.0,0,591.0,1445.45,Permaneceu,,,0,50-100,20-35,12-18 Meses
59560-TEL,Feminino,49,Sim,Telangana,4,16,,Sim,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Sim,Não,Mensal,Sim,Cartão de Crédito,94.65,2104.55,0.0,40,1018.16,3162.71,Churned,Concorrente,Concorrente ofereceu maior velocidade,1,50-100,36-50,12-18 Meses
15205-TEL,Feminino,71,Sim,Telangana,3,10,,Sim,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Mensal,Não,Débito em Conta,-5.0,4747.2,0.0,140,140.06,5027.26,Permaneceu,,,0,< 20,> 50,6-12 Meses
67522-RAJ,Feminino,32,Não,Rajasthan,9,2,,Sim,Sim,Sim,Fibra Óptica,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Dois Anos,Sim,Débito em Conta,104.0,7039.05,0.0,0,840.18,7879.23,Permaneceu,,,0,> 100,20-35,< 6 Meses
22134-WES,Feminino,28,Não,West Bengal,8,7,,Sim,Não,Sim,DSL,Não,Sim,Não,Não,Não,Não,Não,Sim,Mensal,Não,Débito em Conta,50.55,244.75,0.0,0,215.1,459.85,Permaneceu,,,0,50-100,20-35,6-12 Meses
32496-TAM,Feminino,30,Sim,Tamil Nadu,8,7,Promoção 5,Sim,Sim,Sim,Fibra Óptica,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Mensal,Sim,Cartão de Crédito,100.85,399.25,0.0,10,31.76,441.01,Permaneceu,,,0,> 100,20-35,6-12 Meses
58849-TAM,Masculino,50,Sim,Tamil Nadu,10,3,,Não,,Sim,DSL,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,39.9,2020.9,0.0,0,0.0,2020.9,Permaneceu,,,0,20-50,36-50,< 6 Meses
83363-TEL,Masculino,27,Não,Telangana,11,15,Promoção 3,Sim,Não,Sim,Cabo,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Mensal,Não,Cheque por Correio,60.9,1785.65,0.0,0,808.08,2593.73,Permaneceu,,,0,50-100,20-35,12-18 Meses
71384-AND,Feminino,65,Não,Andhra Pradesh,9,2,,Sim,Sim,Sim,Cabo,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Um Ano,Não,Débito em Conta,76.25,4154.55,0.0,0,1901.35,6055.9,Permaneceu,,,0,50-100,> 50,< 6 Meses
34713-KER,Masculino,58,Sim,Kerala,1,29,Promoção 5,Sim,Sim,Sim,Fibra Óptica,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Mensal,Não,Cartão de Crédito,90.75,174.75,0.0,0,54.34,229.09,Novo Cliente,,,0,50-100,> 50,>= 24 Meses
49269-MAH,Feminino,68,Não,Maharashtra,8,35,Promoção 2,Sim,Não,Sim,Fibra Óptica,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Dois Anos,Sim,Débito em Conta,89.7,4304.5,0.0,0,1490.0,5794.5,Permaneceu,,,0,50-100,> 50,>= 24 Meses
93031-GUJ,Feminino,53,Não,Gujarat,6,30,,Sim,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Não,Não,Não,Não,Mensal,Não,Débito em Conta,81.0,4085.75,0.0,10,2189.43,6285.18,Permaneceu,,,0,50-100,> 50,>= 24 Meses
87275-TAM,Feminino,49,Sim,Tamil Nadu,2,36,Promoção 1,Não,,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Dois Anos,Não,Débito em Conta,64.45,4528.0,0.0,0,0.0,4528.0,Permaneceu,,,0,50-100,36-50,>= 24 Meses
17539-ASS,Masculino,34,Não,Assam,15,3,,Não,,Sim,DSL,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Mensal,Sim,Cartão de Crédito,44.45,2181.55,0.0,0,0.0,2181.55,Permaneceu,,,0,20-50,20-35,< 6 Meses
29747-PUN,Masculino,37,Não,Punjab,1,28,,Não,,Sim,DSL,Sim,Não,Não,Sim,Não,Não,Não,Sim,Mensal,Não,Débito em Conta,35.4,1077.5,0.0,0,0.0,1077.5,Churned,Atitude,Atendimento insatisfatório,1,20-50,36-50,>= 24 Meses
41454-JAM,Feminino,72,Sim,Jammu & Kashmir,14,7,,Sim,Não,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Não,Não,Sim,Mensal,Sim,Débito em Conta,86.85,220.95,0.0,0,55.14,276.09,Churned,Atitude,Atendimento insatisfatório,1,50-100,> 50,6-12 Meses
99879-HAR,Masculino,62,Não,Haryana,15,33,,Sim,Não,Não,,,,,,,,,,Mensal,Não,Cartão de Crédito,19.85,108.05,0.0,0,30.85,138.9,Churned,Preço,Taxas de longa distância,1,< 20,> 50,>= 24 Meses
14825-WES,Masculino,48,Sim,West Bengal,12,17,,Sim,Não,Sim,Fibra Óptica,Não,Sim,Não,Não,Não,Sim,Sim,Não,Mensal,Sim,Débito em Conta,85.35,4338.6,0.0,90,2502.76,6931.36,Churned,Atitude,Attitude of support person,1,50-100,36-50,12-18 Meses
64204-PUN,Masculino,28,Sim,Punjab,14,2,Promoção 5,Sim,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Débito em Conta,81.3,416.3,0.0,0,125.55,541.85,Churned,Atitude,Atendimento insatisfatório,1,50-100,20-35,< 6 Meses
74924-UTT,Masculino,73,Não,Uttar Pradesh,10,7,Promoção 5,Sim,Não,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Mensal,Sim,Débito em Conta,92.1,729.95,0.0,0,343.44,1073.39,Churned,Concorrente,Concorrente ofereceu dispositivos melhores,1,50-100,> 50,6-12 Meses
82170-TAM,Masculino,41,Não,Tamil Nadu,5,29,,Sim,Não,Sim,DSL,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Não,Cheque por Correio,44.6,44.6,0.0,0,45.28,89.88,Novo Cliente,,,0,20-50,36-50,>= 24 Meses
52502-JAM,Feminino,81,Sim,Jammu & Kashmir,9,20,Promoção 4,Sim,Não,Sim,Fibra Óptica,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Mensal,Sim,Débito em Conta,89.05,1169.35,0.0,0,19.11,1188.46,Churned,Concorrente,Concorrente fez oferta melhor,1,50-100,> 50,18-24 Meses
31864-AND,Feminino,26,Não,Andhra Pradesh,1,13,,Sim,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Dois Anos,Não,Débito em Conta,97.45,6253.0,0.0,0,2378.88,8631.88,Permaneceu,,,0,50-100,20-35,12-18 Meses
64525-JHA,Feminino,70,Não,Jharkhand,4,20,,Sim,Não,Não,,,,,,,,,,Mensal,Não,Débito em Conta,-5.0,164.3,0.0,0,223.6,387.9,Churned,Atitude,Attitude of support person,1,< 20,> 50,18-24 Meses
73469-MAH,Masculino,32,Não,Maharashtra,11,12,Promoção 2,Sim,Não,Não,,,,,,,,,,Um Ano,Não,Débito em Conta,19.1,1007.8,0.0,0,1495.83,2503.63,Permaneceu,,,0,< 20,20-35,12-18 Meses
95984-KAR,Feminino,50,Não,Karnataka,4,17,Promoção 2,Sim,Sim,Não,,,,,,,,,,Um Ano,Sim,Débito em Conta,24.45,1066.15,0.0,0,1631.16,2697.31,Permaneceu,,,0,20-50,36-50,12-18 Meses
17235-AND,Feminino,44,Sim,Andhra Pradesh,13,11,,Sim,Não,Sim,DSL,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Um Ano,Sim,Débito em Conta,66.5,2728.6,0.0,0,1312.82,4041.42,Churned,Outro,Mudança de endereço,1,50-100,36-50,6-12 Meses
98203-MAH,Masculino,30,Não,Maharashtra,7,33,Promoção 2,Sim,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Não,Débito em Conta,109.55,6118.95,0.0,0,2694.6,8813.55,Permaneceu,,,0,> 100,20-35,>= 24 Meses
36718-WES,Feminino,69,Não,West Bengal,13,12,,Sim,Sim,Não,,,,,,,,,,Dois Anos,Não,Cartão de Crédito,25.1,1672.15,0.0,0,984.23,2656.38,Permaneceu,,,0,20-50,> 50,12-18 Meses
